ts,machine_id,tag,value,unit
2026-02-23T17:05:15+00:00,LNK-01,Tension_N,44.811,N
2026-02-23T17:05:15+00:00,LNK-01,SpoolRPM,1258.3,rpm
2026-02-23T17:05:15+00:00,LNK-01,SpoolDiameter_mm,533.459,mm
2026-02-23T17:05:15+00:00,LNK-01,MainMotorCurrent_A,40.237,A
2026-02-23T17:05:15+00:00,LNK-01,Vibration_mm_s,1.777,mm/s
2026-02-23T17:05:15+00:00,LNK-01,TempGearbox_C,63.678,C
2026-02-23T17:05:15+00:00,LNK-01,TempMotor_C,59.557,C
2026-02-23T17:05:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:05:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:05:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:06:15+00:00,LNK-01,LineSpeed_mpm,182.477,m/min
2026-02-23T17:06:15+00:00,LNK-01,Tension_N,44.7,N
2026-02-23T17:06:15+00:00,LNK-01,SpoolRPM,1260.831,rpm
2026-02-23T17:06:15+00:00,LNK-01,SpoolDiameter_mm,534.004,mm
2026-02-23T17:06:15+00:00,LNK-01,MainMotorCurrent_A,40.37,A
2026-02-23T17:06:15+00:00,LNK-01,Vibration_mm_s,1.786,mm/s
2026-02-23T17:06:15+00:00,LNK-01,TempGearbox_C,64.318,C
2026-02-23T17:06:15+00:00,LNK-01,TempMotor_C,60.066,C
2026-02-23T17:06:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:06:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:06:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:07:15+00:00,LNK-01,LineSpeed_mpm,184.081,m/min
2026-02-23T17:07:15+00:00,LNK-01,Tension_N,44.17,N
2026-02-23T17:07:15+00:00,LNK-01,SpoolRPM,1271.065,rpm
2026-02-23T17:07:15+00:00,LNK-01,SpoolDiameter_mm,534.066,mm
2026-02-23T17:07:15+00:00,LNK-01,MainMotorCurrent_A,41.378,A
2026-02-23T17:07:15+00:00,LNK-01,Vibration_mm_s,1.902,mm/s
2026-02-23T17:07:15+00:00,LNK-01,TempGearbox_C,64.327,C
2026-02-23T17:07:15+00:00,LNK-01,TempMotor_C,59.38,C
2026-02-23T17:07:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:07:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:07:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:08:15+00:00,LNK-01,LineSpeed_mpm,184.839,m/min
2026-02-23T17:08:15+00:00,LNK-01,Tension_N,44.358,N
2026-02-23T17:08:15+00:00,LNK-01,SpoolRPM,1267.05,rpm
2026-02-23T17:08:15+00:00,LNK-01,SpoolDiameter_mm,534.088,mm
2026-02-23T17:08:15+00:00,LNK-01,MainMotorCurrent_A,41.128,A
2026-02-23T17:08:15+00:00,LNK-01,Vibration_mm_s,1.851,mm/s
2026-02-23T17:08:15+00:00,LNK-01,TempGearbox_C,64.027,C
2026-02-23T17:08:15+00:00,LNK-01,TempMotor_C,59.741,C
2026-02-23T17:08:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:08:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:08:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:09:15+00:00,LNK-01,LineSpeed_mpm,182.46,m/min
2026-02-23T17:09:15+00:00,LNK-01,Tension_N,44.557,N
2026-02-23T17:09:15+00:00,LNK-01,SpoolRPM,1262.908,rpm
2026-02-23T17:09:15+00:00,LNK-01,SpoolDiameter_mm,533.874,mm
2026-02-23T17:09:15+00:00,LNK-01,MainMotorCurrent_A,41.318,A
2026-02-23T17:09:15+00:00,LNK-01,Vibration_mm_s,1.758,mm/s
2026-02-23T17:09:15+00:00,LNK-01,TempGearbox_C,64.049,C
2026-02-23T17:09:15+00:00,LNK-01,TempMotor_C,59.503,C
2026-02-23T17:09:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:09:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:09:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:10:15+00:00,LNK-01,LineSpeed_mpm,185.141,m/min
2026-02-23T17:10:15+00:00,LNK-01,Tension_N,44.505,N
2026-02-23T17:10:15+00:00,LNK-01,SpoolRPM,1270.888,rpm
2026-02-23T17:10:15+00:00,LNK-01,SpoolDiameter_mm,533.547,mm
2026-02-23T17:10:15+00:00,LNK-01,MainMotorCurrent_A,39.915,A
2026-02-23T17:10:15+00:00,LNK-01,Vibration_mm_s,1.867,mm/s
2026-02-23T17:10:15+00:00,LNK-01,TempGearbox_C,64.225,C
2026-02-23T17:10:15+00:00,LNK-01,TempMotor_C,59.866,C
2026-02-23T17:10:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:10:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:10:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:11:15+00:00,LNK-01,LineSpeed_mpm,183.24,m/min
2026-02-23T17:11:15+00:00,LNK-01,Tension_N,44.862,N
2026-02-23T17:11:15+00:00,LNK-01,SpoolRPM,1261.423,rpm
2026-02-23T17:11:15+00:00,LNK-01,SpoolDiameter_mm,533.263,mm
2026-02-23T17:11:15+00:00,LNK-01,MainMotorCurrent_A,40.767,A
2026-02-23T17:11:15+00:00,LNK-01,Vibration_mm_s,1.777,mm/s
2026-02-23T17:11:15+00:00,LNK-01,TempGearbox_C,63.984,C
2026-02-23T17:11:15+00:00,LNK-01,TempMotor_C,59.452,C
2026-02-23T17:11:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:11:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:11:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:12:15+00:00,LNK-01,LineSpeed_mpm,182.491,m/min
2026-02-23T17:12:15+00:00,LNK-01,Tension_N,45.061,N
2026-02-23T17:12:15+00:00,LNK-01,SpoolRPM,1261.104,rpm
2026-02-23T17:12:15+00:00,LNK-01,SpoolDiameter_mm,533.758,mm
2026-02-23T17:12:15+00:00,LNK-01,MainMotorCurrent_A,40.819,A
2026-02-23T17:12:15+00:00,LNK-01,Vibration_mm_s,1.82,mm/s
2026-02-23T17:12:15+00:00,LNK-01,TempGearbox_C,63.917,C
2026-02-23T17:12:15+00:00,LNK-01,TempMotor_C,59.829,C
2026-02-23T17:12:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:12:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:12:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:13:15+00:00,LNK-01,LineSpeed_mpm,181.621,m/min
2026-02-23T17:13:15+00:00,LNK-01,Tension_N,44.189,N
2026-02-23T17:13:15+00:00,LNK-01,SpoolRPM,1268.25,rpm
2026-02-23T17:13:15+00:00,LNK-01,SpoolDiameter_mm,533.62,mm
2026-02-23T17:13:15+00:00,LNK-01,MainMotorCurrent_A,40.113,A
2026-02-23T17:13:15+00:00,LNK-01,Vibration_mm_s,1.88,mm/s
2026-02-23T17:13:15+00:00,LNK-01,TempGearbox_C,63.996,C
2026-02-23T17:13:15+00:00,LNK-01,TempMotor_C,59.285,C
2026-02-23T17:13:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:13:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:13:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:14:15+00:00,LNK-01,LineSpeed_mpm,185.27,m/min
2026-02-23T17:14:15+00:00,LNK-01,Tension_N,44.314,N
2026-02-23T17:14:15+00:00,LNK-01,SpoolRPM,1266.733,rpm
2026-02-23T17:14:15+00:00,LNK-01,SpoolDiameter_mm,533.272,mm
2026-02-23T17:14:15+00:00,LNK-01,MainMotorCurrent_A,40.955,A
2026-02-23T17:14:15+00:00,LNK-01,Vibration_mm_s,1.768,mm/s
2026-02-23T17:14:15+00:00,LNK-01,TempGearbox_C,64.391,C
2026-02-23T17:14:15+00:00,LNK-01,TempMotor_C,59.504,C
2026-02-23T17:14:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:14:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:14:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:15:15+00:00,LNK-01,LineSpeed_mpm,184.067,m/min
2026-02-23T17:15:15+00:00,LNK-01,Tension_N,44.374,N
2026-02-23T17:15:15+00:00,LNK-01,SpoolRPM,1261.672,rpm
2026-02-23T17:15:15+00:00,LNK-01,SpoolDiameter_mm,534.024,mm
2026-02-23T17:15:15+00:00,LNK-01,MainMotorCurrent_A,40.181,A
2026-02-23T17:15:15+00:00,LNK-01,Vibration_mm_s,1.805,mm/s
2026-02-23T17:15:15+00:00,LNK-01,TempGearbox_C,63.891,C
2026-02-23T17:15:15+00:00,LNK-01,TempMotor_C,59.845,C
2026-02-23T17:15:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:15:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:15:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:16:15+00:00,LNK-01,LineSpeed_mpm,182.396,m/min
2026-02-23T17:16:15+00:00,LNK-01,Tension_N,44.862,N
2026-02-23T17:16:15+00:00,LNK-01,SpoolRPM,1266.99,rpm
2026-02-23T17:16:15+00:00,LNK-01,SpoolDiameter_mm,533.101,mm
2026-02-23T17:16:15+00:00,LNK-01,MainMotorCurrent_A,40.68,A
2026-02-23T17:16:15+00:00,LNK-01,Vibration_mm_s,1.763,mm/s
2026-02-23T17:16:15+00:00,LNK-01,TempGearbox_C,63.829,C
2026-02-23T17:16:15+00:00,LNK-01,TempMotor_C,59.831,C
2026-02-23T17:16:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:16:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:16:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:17:15+00:00,LNK-01,LineSpeed_mpm,181.507,m/min
2026-02-23T17:17:15+00:00,LNK-01,Tension_N,44.912,N
2026-02-23T17:17:15+00:00,LNK-01,SpoolRPM,1268.812,rpm
2026-02-23T17:17:15+00:00,LNK-01,SpoolDiameter_mm,534.068,mm
2026-02-23T17:17:15+00:00,LNK-01,MainMotorCurrent_A,40.593,A
2026-02-23T17:17:15+00:00,LNK-01,Vibration_mm_s,1.763,mm/s
2026-02-23T17:17:15+00:00,LNK-01,TempGearbox_C,63.707,C
2026-02-23T17:17:15+00:00,LNK-01,TempMotor_C,59.594,C
2026-02-23T17:17:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:17:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:17:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:18:15+00:00,LNK-01,LineSpeed_mpm,184.404,m/min
2026-02-23T17:18:15+00:00,LNK-01,Tension_N,44.203,N
2026-02-23T17:18:15+00:00,LNK-01,SpoolRPM,1260.76,rpm
2026-02-23T17:18:15+00:00,LNK-01,SpoolDiameter_mm,533.941,mm
2026-02-23T17:18:15+00:00,LNK-01,MainMotorCurrent_A,40.138,A
2026-02-23T17:18:15+00:00,LNK-01,Vibration_mm_s,1.865,mm/s
2026-02-23T17:18:15+00:00,LNK-01,TempGearbox_C,64.254,C
2026-02-23T17:18:15+00:00,LNK-01,TempMotor_C,59.395,C
2026-02-23T17:18:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:18:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:18:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:19:15+00:00,LNK-01,LineSpeed_mpm,185.463,m/min
2026-02-23T17:19:15+00:00,LNK-01,Tension_N,44.253,N
2026-02-23T17:19:15+00:00,LNK-01,SpoolRPM,1264.242,rpm
2026-02-23T17:19:15+00:00,LNK-01,SpoolDiameter_mm,533.048,mm
2026-02-23T17:19:15+00:00,LNK-01,MainMotorCurrent_A,40.959,A
2026-02-23T17:19:15+00:00,LNK-01,Vibration_mm_s,1.812,mm/s
2026-02-23T17:19:15+00:00,LNK-01,TempGearbox_C,64.231,C
2026-02-23T17:19:15+00:00,LNK-01,TempMotor_C,59.792,C
2026-02-23T17:19:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:19:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:19:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:20:15+00:00,LNK-01,LineSpeed_mpm,182.107,m/min
2026-02-23T17:20:15+00:00,LNK-01,Tension_N,44.578,N
2026-02-23T17:20:15+00:00,LNK-01,SpoolRPM,1266.746,rpm
2026-02-23T17:20:15+00:00,LNK-01,SpoolDiameter_mm,533.88,mm
2026-02-23T17:20:15+00:00,LNK-01,MainMotorCurrent_A,40.059,A
2026-02-23T17:20:15+00:00,LNK-01,Vibration_mm_s,1.757,mm/s
2026-02-23T17:20:15+00:00,LNK-01,TempGearbox_C,64.257,C
2026-02-23T17:20:15+00:00,LNK-01,TempMotor_C,59.762,C
2026-02-23T17:20:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:20:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:20:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:21:15+00:00,LNK-01,LineSpeed_mpm,183.048,m/min
2026-02-23T17:21:15+00:00,LNK-01,Tension_N,45.242,N
2026-02-23T17:21:15+00:00,LNK-01,SpoolRPM,1260.801,rpm
2026-02-23T17:21:15+00:00,LNK-01,SpoolDiameter_mm,533.14,mm
2026-02-23T17:21:15+00:00,LNK-01,MainMotorCurrent_A,40.364,A
2026-02-23T17:21:15+00:00,LNK-01,Vibration_mm_s,1.754,mm/s
2026-02-23T17:21:15+00:00,LNK-01,TempGearbox_C,64.099,C
2026-02-23T17:21:15+00:00,LNK-01,TempMotor_C,59.771,C
2026-02-23T17:21:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:21:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:21:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:22:15+00:00,LNK-01,LineSpeed_mpm,183.953,m/min
2026-02-23T17:22:15+00:00,LNK-01,Tension_N,45.023,N
2026-02-23T17:22:15+00:00,LNK-01,SpoolRPM,1266.824,rpm
2026-02-23T17:22:15+00:00,LNK-01,SpoolDiameter_mm,533.828,mm
2026-02-23T17:22:15+00:00,LNK-01,MainMotorCurrent_A,40.976,A
2026-02-23T17:22:15+00:00,LNK-01,Vibration_mm_s,1.789,mm/s
2026-02-23T17:22:15+00:00,LNK-01,TempGearbox_C,64.072,C
2026-02-23T17:22:15+00:00,LNK-01,TempMotor_C,59.7,C
2026-02-23T17:22:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:22:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:22:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:23:15+00:00,LNK-01,LineSpeed_mpm,184.525,m/min
2026-02-23T17:23:15+00:00,LNK-01,Tension_N,44.445,N
2026-02-23T17:23:15+00:00,LNK-01,SpoolRPM,1256.657,rpm
2026-02-23T17:23:15+00:00,LNK-01,SpoolDiameter_mm,533.858,mm
2026-02-23T17:23:15+00:00,LNK-01,MainMotorCurrent_A,41.451,A
2026-02-23T17:23:15+00:00,LNK-01,Vibration_mm_s,1.82,mm/s
2026-02-23T17:23:15+00:00,LNK-01,TempGearbox_C,63.75,C
2026-02-23T17:23:15+00:00,LNK-01,TempMotor_C,59.693,C
2026-02-23T17:23:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:23:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:23:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:24:15+00:00,LNK-01,LineSpeed_mpm,183.92,m/min
2026-02-23T17:24:15+00:00,LNK-01,Tension_N,44.727,N
2026-02-23T17:24:15+00:00,LNK-01,SpoolRPM,1271.435,rpm
2026-02-23T17:24:15+00:00,LNK-01,SpoolDiameter_mm,533.927,mm
2026-02-23T17:24:15+00:00,LNK-01,MainMotorCurrent_A,41.418,A
2026-02-23T17:24:15+00:00,LNK-01,Vibration_mm_s,1.762,mm/s
2026-02-23T17:24:15+00:00,LNK-01,TempGearbox_C,64.35,C
2026-02-23T17:24:15+00:00,LNK-01,TempMotor_C,59.749,C
2026-02-23T17:24:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:24:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:24:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:25:15+00:00,LNK-01,LineSpeed_mpm,183.016,m/min
2026-02-23T17:25:15+00:00,LNK-01,Tension_N,44.914,N
2026-02-23T17:25:15+00:00,LNK-01,SpoolRPM,1268.003,rpm
2026-02-23T17:25:15+00:00,LNK-01,SpoolDiameter_mm,533.874,mm
2026-02-23T17:25:15+00:00,LNK-01,MainMotorCurrent_A,41.158,A
2026-02-23T17:25:15+00:00,LNK-01,Vibration_mm_s,1.743,mm/s
2026-02-23T17:25:15+00:00,LNK-01,TempGearbox_C,63.717,C
2026-02-23T17:25:15+00:00,LNK-01,TempMotor_C,59.505,C
2026-02-23T17:25:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:25:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:25:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:26:15+00:00,LNK-01,LineSpeed_mpm,181.725,m/min
2026-02-23T17:26:15+00:00,LNK-01,Tension_N,44.17,N
2026-02-23T17:26:15+00:00,LNK-01,SpoolRPM,1268.435,rpm
2026-02-23T17:26:15+00:00,LNK-01,SpoolDiameter_mm,533.407,mm
2026-02-23T17:26:15+00:00,LNK-01,MainMotorCurrent_A,40.932,A
2026-02-23T17:26:15+00:00,LNK-01,Vibration_mm_s,1.82,mm/s
2026-02-23T17:26:15+00:00,LNK-01,TempGearbox_C,63.997,C
2026-02-23T17:26:15+00:00,LNK-01,TempMotor_C,59.857,C
2026-02-23T17:26:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:26:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:26:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:27:15+00:00,LNK-01,LineSpeed_mpm,181.906,m/min
2026-02-23T17:27:15+00:00,LNK-01,Tension_N,44.743,N
2026-02-23T17:27:15+00:00,LNK-01,SpoolRPM,1265.671,rpm
2026-02-23T17:27:15+00:00,LNK-01,SpoolDiameter_mm,533.157,mm
2026-02-23T17:27:15+00:00,LNK-01,MainMotorCurrent_A,40.423,A
2026-02-23T17:27:15+00:00,LNK-01,Vibration_mm_s,1.822,mm/s
2026-02-23T17:27:15+00:00,LNK-01,TempGearbox_C,63.829,C
2026-02-23T17:27:15+00:00,LNK-01,TempMotor_C,59.943,C
2026-02-23T17:27:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:27:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:27:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:28:15+00:00,LNK-01,LineSpeed_mpm,183.732,m/min
2026-02-23T17:28:15+00:00,LNK-01,Tension_N,44.57,N
2026-02-23T17:28:15+00:00,LNK-01,SpoolRPM,1265.97,rpm
2026-02-23T17:28:15+00:00,LNK-01,SpoolDiameter_mm,533.695,mm
2026-02-23T17:28:15+00:00,LNK-01,MainMotorCurrent_A,41.017,A
2026-02-23T17:28:15+00:00,LNK-01,Vibration_mm_s,1.75,mm/s
2026-02-23T17:28:15+00:00,LNK-01,TempGearbox_C,64.227,C
2026-02-23T17:28:15+00:00,LNK-01,TempMotor_C,59.882,C
2026-02-23T17:28:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:28:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:28:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:29:15+00:00,LNK-01,LineSpeed_mpm,184.983,m/min
2026-02-23T17:29:15+00:00,LNK-01,Tension_N,44.173,N
2026-02-23T17:29:15+00:00,LNK-01,SpoolRPM,1257.208,rpm
2026-02-23T17:29:15+00:00,LNK-01,SpoolDiameter_mm,533.274,mm
2026-02-23T17:29:15+00:00,LNK-01,MainMotorCurrent_A,40.654,A
2026-02-23T17:29:15+00:00,LNK-01,Vibration_mm_s,1.837,mm/s
2026-02-23T17:29:15+00:00,LNK-01,TempGearbox_C,63.917,C
2026-02-23T17:29:15+00:00,LNK-01,TempMotor_C,59.892,C
2026-02-23T17:29:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:29:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:29:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:30:15+00:00,LNK-01,LineSpeed_mpm,184.57,m/min
2026-02-23T17:30:15+00:00,LNK-01,Tension_N,44.249,N
2026-02-23T17:30:15+00:00,LNK-01,SpoolRPM,1267.163,rpm
2026-02-23T17:30:15+00:00,LNK-01,SpoolDiameter_mm,533.521,mm
2026-02-23T17:30:15+00:00,LNK-01,MainMotorCurrent_A,40.192,A
2026-02-23T17:30:15+00:00,LNK-01,Vibration_mm_s,1.892,mm/s
2026-02-23T17:30:15+00:00,LNK-01,TempGearbox_C,64.09,C
2026-02-23T17:30:15+00:00,LNK-01,TempMotor_C,59.926,C
2026-02-23T17:30:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:30:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:30:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:31:15+00:00,LNK-01,LineSpeed_mpm,184.501,m/min
2026-02-23T17:31:15+00:00,LNK-01,Tension_N,44.308,N
2026-02-23T17:31:15+00:00,LNK-01,SpoolRPM,1257.875,rpm
2026-02-23T17:31:15+00:00,LNK-01,SpoolDiameter_mm,533.581,mm
2026-02-23T17:31:15+00:00,LNK-01,MainMotorCurrent_A,40.36,A
2026-02-23T17:31:15+00:00,LNK-01,Vibration_mm_s,1.881,mm/s
2026-02-23T17:31:15+00:00,LNK-01,TempGearbox_C,64.29,C
2026-02-23T17:31:15+00:00,LNK-01,TempMotor_C,59.324,C
2026-02-23T17:31:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:31:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:31:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:32:15+00:00,LNK-01,LineSpeed_mpm,184.857,m/min
2026-02-23T17:32:15+00:00,LNK-01,Tension_N,44.436,N
2026-02-23T17:32:15+00:00,LNK-01,SpoolRPM,1256.873,rpm
2026-02-23T17:32:15+00:00,LNK-01,SpoolDiameter_mm,533.492,mm
2026-02-23T17:32:15+00:00,LNK-01,MainMotorCurrent_A,40.854,A
2026-02-23T17:32:15+00:00,LNK-01,Vibration_mm_s,1.752,mm/s
2026-02-23T17:32:15+00:00,LNK-01,TempGearbox_C,64.039,C
2026-02-23T17:32:15+00:00,LNK-01,TempMotor_C,59.589,C
2026-02-23T17:32:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:32:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:32:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:33:15+00:00,LNK-01,LineSpeed_mpm,183.638,m/min
2026-02-23T17:33:15+00:00,LNK-01,Tension_N,44.792,N
2026-02-23T17:33:15+00:00,LNK-01,SpoolRPM,1261.741,rpm
2026-02-23T17:33:15+00:00,LNK-01,SpoolDiameter_mm,533.015,mm
2026-02-23T17:33:15+00:00,LNK-01,MainMotorCurrent_A,40.097,A
2026-02-23T17:33:15+00:00,LNK-01,Vibration_mm_s,1.831,mm/s
2026-02-23T17:33:15+00:00,LNK-01,TempGearbox_C,64.255,C
2026-02-23T17:33:15+00:00,LNK-01,TempMotor_C,59.485,C
2026-02-23T17:33:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:33:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:33:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:34:15+00:00,LNK-01,LineSpeed_mpm,183.685,m/min
2026-02-23T17:34:15+00:00,LNK-01,Tension_N,44.167,N
2026-02-23T17:34:15+00:00,LNK-01,SpoolRPM,1269.673,rpm
2026-02-23T17:34:15+00:00,LNK-01,SpoolDiameter_mm,532.985,mm
2026-02-23T17:34:15+00:00,LNK-01,MainMotorCurrent_A,40.688,A
2026-02-23T17:34:15+00:00,LNK-01,Vibration_mm_s,1.8,mm/s
2026-02-23T17:34:15+00:00,LNK-01,TempGearbox_C,63.798,C
2026-02-23T17:34:15+00:00,LNK-01,TempMotor_C,60.048,C
2026-02-23T17:34:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:34:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:34:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:35:15+00:00,LNK-01,LineSpeed_mpm,185.091,m/min
2026-02-23T17:35:15+00:00,LNK-01,Tension_N,44.78,N
2026-02-23T17:35:15+00:00,LNK-01,SpoolRPM,1270.496,rpm
2026-02-23T17:35:15+00:00,LNK-01,SpoolDiameter_mm,533.461,mm
2026-02-23T17:35:15+00:00,LNK-01,MainMotorCurrent_A,40.605,A
2026-02-23T17:35:15+00:00,LNK-01,Vibration_mm_s,1.79,mm/s
2026-02-23T17:35:15+00:00,LNK-01,TempGearbox_C,64.013,C
2026-02-23T17:35:15+00:00,LNK-01,TempMotor_C,59.88,C
2026-02-23T17:35:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:35:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:35:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:36:15+00:00,LNK-01,LineSpeed_mpm,182.756,m/min
2026-02-23T17:36:15+00:00,LNK-01,Tension_N,44.212,N
2026-02-23T17:36:15+00:00,LNK-01,SpoolRPM,1261.845,rpm
2026-02-23T17:36:15+00:00,LNK-01,SpoolDiameter_mm,533.202,mm
2026-02-23T17:36:15+00:00,LNK-01,MainMotorCurrent_A,41.378,A
2026-02-23T17:36:15+00:00,LNK-01,Vibration_mm_s,1.767,mm/s
2026-02-23T17:36:15+00:00,LNK-01,TempGearbox_C,64.325,C
2026-02-23T17:36:15+00:00,LNK-01,TempMotor_C,60.09,C
2026-02-23T17:36:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:36:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:36:15+00:00,LNK-01,SlipDetected,0.0,flag
2026-02-23T17:37:15+00:00,LNK-01,LineSpeed_mpm,185.498,m/min
2026-02-23T17:37:15+00:00,LNK-01,Tension_N,44.203,N
2026-02-23T17:37:15+00:00,LNK-01,SpoolRPM,1263.329,rpm
2026-02-23T17:37:15+00:00,LNK-01,SpoolDiameter_mm,532.962,mm
2026-02-23T17:37:15+00:00,LNK-01,MainMotorCurrent_A,41.288,A
2026-02-23T17:37:15+00:00,LNK-01,Vibration_mm_s,1.791,mm/s
2026-02-23T17:37:15+00:00,LNK-01,TempGearbox_C,64.125,C
2026-02-23T17:37:15+00:00,LNK-01,TempMotor_C,59.312,C
2026-02-23T17:37:15+00:00,LNK-01,MachineState,1.0,state
2026-02-23T17:37:15+00:00,LNK-01,WireBreak,0.0,flag
2026-02-23T17:37:15+00:00,LNK-01,SlipDetected,0.0,flag
